0,12.7642
1.049,12.766
2.1,12.7498
3.114,12.7208
4.114,12.6954
5.114,12.7358
6.114,12.7232
7.113,12.6759
8.113,12.6439
9.113,12.6212
10.113,12.5743
11.113,12.5691
12.113,12.5291
13.113,12.4971
14.113,12.4723
15.113,12.4381
16.113,12.4115
17.113,12.3683
18.113,12.3263
19.113,12.3129
20.113,12.2668
21.113,12.2476
22.113,12.2466
23.114,12.2163
24.114,12.1734
25.114,12.1616
26.114,12.1178
27.114,12.1009
28.114,12.0558
29.113,12.0391
30.113,11.9856
31.114,11.9997
32.113,11.9766
33.114,11.9355
34.113,11.8957
35.113,11.8491
36.114,11.8069
37.114,11.8264
38.114,11.8187
39.114,11.7692
40.113,11.7654
41.113,11.742
42.113,11.7021
43.113,11.6687
44.113,11.639
45.113,11.6111
46.113,11.584
47.114,11.5672
48.113,11.5442
49.113,11.5127
50.113,11.4746
51.113,11.4559
52.113,11.4356
53.113,11.4127
54.113,11.3798
55.113,11.3647
56.113,11.3405
57.114,11.3118
58.114,11.3027
59.114,11.2596
60.113,11.1992
61.113,11.1893
62.113,11.1725
63.113,11.1569
64.113,11.1205
65.113,11.0868
66.113,11.0668
67.113,11.0171
68.113,10.9961
69.113,10.9834
70.113,10.9744
71.113,10.9548
72.114,10.9127
73.114,10.8859
74.114,10.8896
75.114,10.8391
76.114,10.8096
77.113,10.7781
78.113,10.7718
79.113,10.7355
80.114,10.7488
81.113,10.7026
82.114,10.6777
83.113,10.6593
84.113,10.6146
85.113,10.6027
86.113,10.5954
87.112,10.5535
88.113,10.5426
89.112,10.5168
90.112,10.4866
91.113,10.4587
92.112,10.4537
93.112,10.4192
94.112,10.398
95.112,10.4167
96.113,10.364
97.112,10.3363
98.112,10.3154
99.112,10.3082
100.112,10.2661
101.112,10.2582
102.112,10.2264
103.112,10.2105
104.113,10.2107
105.112,10.1535
106.112,10.0859
107.112,10.1036
108.113,10.0818
109.112,10.0786
110.112,10.0751
111.112,10.0386
112.112,10.0543
113.112,10.0186
114.113,9.9745
115.113,9.9615
116.113,9.9431
117.113,9.9507
118.113,9.9103
119.114,9.898
120.114,9.8782
121.113,9.7842
122.113,9.8271
123.113,9.8539
124.113,9.825
125.113,9.7921
126.113,9.7593
127.113,9.7245
128.113,9.6749
129.113,9.626
130.113,9.6182
131.113,9.6202
132.113,9.5476
133.114,9.6256
134.113,9.635
135.113,9.6135
136.113,9.589
137.113,9.5085
138.114,9.5048
139.113,9.4821
140.113,9.4443
141.114,9.4716
142.114,9.444
143.113,9.3884
144.113,9.3282
145.113,9.288
146.114,9.2784
147.113,9.2517
148.113,9.2715
149.113,9.207
150.114,9.2017
151.113,9.1963
152.114,9.1828
153.113,9.1516
154.113,9.1306
155.113,9.177
156.113,9.1627
157.113,9.1415
158.113,9.1003
159.113,9.1212
160.113,9.1291
161.113,9.0471
162.113,9.0041
163.113,8.9569
164.113,9.024
165.113,8.9671
166.113,9.0355
167.113,9.0627
168.113,9.062
169.114,9.0537
170.114,9.0401
171.113,9.0094
172.114,8.9951
173.114,8.9763
174.114,8.9649
175.114,8.9436
176.114,8.9174
177.114,8.8985
178.114,8.8999
179.114,8.8581
180.114,8.8365
181.113,8.8153
182.114,8.811
183.113,8.8044
184.113,8.7744
185.113,8.7755
186.114,8.7561
187.113,8.7301
188.113,8.7179
189.114,8.7012
190.113,8.6915
191.113,8.6623
192.113,8.4322
193.113,8.4226
194.113,8.457
195.113,8.4398
196.113,8.4403
197.113,8.337
198.113,8.3355
199.113,8.3446
200.113,8.3617
201.114,8.3095
202.114,8.2501
203.113,8.2928
204.113,8.2041
205.113,8.2777
