0,14.9521
1.05,14.9516
2.087,14.9455
3.088,14.9413
4.087,14.9334
5.088,14.9298
6.087,14.9216
7.088,14.9075
8.088,14.8943
9.088,14.8801
10.087,14.8661
11.088,14.8542
12.088,14.837
13.088,14.8202
14.088,14.8059
15.087,14.7929
16.088,14.7735
17.088,14.7575
18.088,14.7405
19.088,14.7244
20.087,14.707
21.088,14.6892
22.088,14.673
23.088,14.6567
24.088,14.6392
25.087,14.6227
26.088,14.6054
27.087,14.5896
28.088,14.5731
29.087,14.5535
30.088,14.5388
31.088,14.523
32.087,14.5059
33.088,14.4872
34.088,14.4698
35.087,14.4538
36.088,14.4365
37.087,14.4196
38.087,14.4024
39.088,14.3836
40.087,14.3673
41.088,14.3523
42.088,14.3366
43.087,14.3186
44.088,14.3015
45.088,14.286
46.087,14.2678
47.088,14.2517
48.088,14.2362
49.088,14.2183
50.088,14.2024
51.088,14.1855
52.087,14.1682
53.088,14.1525
54.088,14.1354
55.088,14.1128
56.087,14.1066
57.088,14.0861
58.088,14.0722
59.088,14.0537
60.087,14.0366
61.088,14.0232
62.088,14.0047
63.087,13.9882
64.088,13.9732
65.088,13.9547
66.088,13.9407
67.087,13.926
68.088,13.9099
69.088,13.8933
70.087,13.8782
71.088,13.8616
72.088,13.8466
73.088,13.8314
74.087,13.8138
75.088,13.7991
76.088,13.783
77.088,13.7673
78.088,13.752
79.088,13.737
80.088,13.7207
81.087,13.7049
82.088,13.6889
83.088,13.6732
84.087,13.6595
85.088,13.6418
86.088,13.6281
87.088,13.6134
88.088,13.5981
89.088,13.5815
90.087,13.5659
91.088,13.5517
92.088,13.5355
93.088,13.5208
94.087,13.5046
95.088,13.4894
96.088,13.4745
97.088,13.458
98.088,13.444
99.088,13.4276
100.088,13.4097
101.088,13.3967
102.087,13.3816
103.088,13.3699
104.088,13.3521
105.088,13.3372
106.087,13.3213
107.087,13.3056
108.088,13.2923
109.088,13.2761
110.088,13.2606
111.088,13.2455
112.088,13.2314
113.088,13.2152
114.088,13.2005
115.088,13.1862
116.088,13.1713
117.087,13.1569
118.088,13.1432
119.088,13.1278
120.088,13.1144
121.088,13.0983
122.088,13.0854
123.088,13.0699
124.087,13.0555
125.087,13.0403
126.088,13.0259
127.088,13.0108
128.088,12.9973
129.088,12.9826
130.088,12.9678
131.087,12.9538
132.088,12.9394
133.088,12.9256
134.088,12.9099
135.088,12.8956
136.087,12.8838
137.088,12.8669
138.088,12.8533
139.088,12.84
140.088,12.8226
141.088,12.8094
142.087,12.7952
143.088,12.7798
144.088,12.7668
145.088,12.753
146.088,12.7385
147.088,12.7234
148.087,12.7081
149.087,12.6956
150.088,12.6808
151.088,12.6667
152.088,12.6514
153.088,12.6386
154.088,12.624
155.087,12.6104
156.087,12.5977
157.088,12.5831
158.088,12.5688
159.088,12.5542
160.088,12.5391
161.088,12.5259
162.088,12.5105
163.088,12.496
164.088,12.4832
165.087,12.4693
166.088,12.4548
167.088,12.4416
168.088,12.4268
169.088,12.4127
170.088,12.3994
171.088,12.3843
172.088,12.3723
173.088,12.3575
174.087,12.3435
175.087,12.3295
176.087,12.3161
177.088,12.3014
178.088,12.2874
179.088,12.2737
180.088,12.2598
181.088,12.2468
182.088,12.2327
183.088,12.2201
184.088,12.2047
185.088,12.1916
186.088,12.1781
187.088,12.1642
188.087,12.1519
189.088,12.1391
190.088,12.1254
191.088,12.1121
192.088,12.0975
193.088,12.085
194.088,12.0716
195.088,12.0582
196.088,12.0451
197.088,12.032
198.088,12.0195
199.088,12.0067
200.088,11.9933
201.087,11.9788
202.087,11.9668
203.087,11.954
204.087,11.9407
205.088,11.9281
206.088,11.9153
207.088,11.9016
208.088,11.888
209.088,11.8752
210.088,11.8625
211.088,11.8507
212.088,11.8377
213.088,11.8242
214.088,11.812
215.088,11.7979
216.088,11.7872
217.087,11.7734
218.087,11.7543
219.087,11.7461
220.087,11.7344
221.087,11.7185
222.087,11.7067
223.087,11.6924
224.087,11.6814
225.088,11.6506
226.088,11.6548
227.088,11.6431
228.088,11.6292
229.088,11.6164
230.088,11.6028
231.088,11.5918
232.088,11.5791
233.088,11.5661
234.088,11.5554
235.088,11.5386
236.087,11.5273
237.087,11.5192
238.087,11.5042
239.088,11.4884
240.088,11.4787
241.088,11.4654
242.088,11.4525
243.088,11.4422
244.088,11.4289
245.088,11.4166
246.088,11.4035
247.088,11.3919
